,Token,Relation,Head,Children
14798,feature,ROOT,feature,"[sound, must, home]"
14799,home,advmod,feature,[ ]
14800, ,dep,home,[]
14801,mainly,advmod,use,[]
14802,use,ROOT,use,"[mainly, learning, really, nothing, say]"
14803,music,compound,learning,[  ]
14804,  ,dep,music,[]
14805,learning,xcomp,use,"[music, time]"
14806,time,dobj,learning,[  ]
14807,  ,dep,time,[]
14808,really,advmod,use,[]
14809,nothing,dobj,use,[bad]
14810,bad,amod,nothing,[]
14811,say,dep,use,[]
14812,replaced,ROOT,replaced,"[ , unit, sound, product]"
14813, ,dep,replaced,[]
14814,st,compound,gen,[]
14815,gen,nmod,unit,"[st,   ]"
14816,  ,dep,gen,[]
14817,concerned,amod,unit,[]
14818,smaller,amod,unit,[]
14819,unit,dobj,replaced,"[gen, concerned, smaller]"
14820,sound,advcl,replaced,"[    , wrong]"
14821,    ,dep,sound,[]
14822,wrong,acomp,sound,[  ]
14823,  ,dep,wrong,[]
14824,anything,poss,volume,"[ , s]"
14825, ,dep,anything,[]
14826,s,case,anything,[]
14827,volume,compound,product,"[anything,   ]"
14828,  ,dep,volume,[]
14829,clear,amod,product,[  ]
14830,  ,dep,clear,[]
14831,good,amod,product,[]
14832,product,dobj,replaced,"[volume, clear, good,  ]"
14833, ,dep,product,[]
14834,great,amod,echo,[]
14835,addition,compound,echo,[]
14836,echo,ROOT,echo,"[great, addition, plus]"
14837,plus,cc,echo,[ ]
14838, ,dep,plus,[]
14839,best,ROOT,best,[]
14840,love,compound,feature,[]
14841,feature,compound,play,[love]
14842,play,compound,music,[feature]
14843,music,ROOT,music,"[play, room, echo]"
14844,every,det,room,[]
14845,room,npadvmod,music,[every]
14846,multiple,amod,echo,[]
14847,echo,npadvmod,music,"[multiple,  ]"
14848, ,dep,echo,[]
14849,love,csubj,surprised,[]
14850,alexa,npadvmod,surprised,[  ]
14851,  ,dep,alexa,[]
14852,surprised,ROOT,surprised,"[love, alexa, use]"
14853,much,amod,use,[]
14854,use,dobj,surprised,"[much,  ]"
14855, ,dep,use,[]
14856,use,ROOT,use,[love]
14857,product,compound,enjoyment,[]
14858,enjoyment,compound,love,[product]
14859,love,dobj,use,[enjoyment]
14860,easy,amod,use,[]
14861,use,ROOT,use,"[easy, sound, price]"
14862,great,amod,sound,[]
14863,sound,dobj,use,"[great,     , purchase]"
14864,    ,dep,sound,[]
14865,great,amod,purchase,[]
14866,purchase,dep,sound,[great]
14867,great,amod,price,[]
14868,price,dobj,use,"[great,  ]"
14869, ,dep,price,[]
14870,easy,amod,issue,[]
14871,set,compound,issue,[]
14872,issue,ROOT,issue,"[easy, set,  ]"
14873, ,dep,issue,[]
14874,unit,nsubj,add,[]
14875,add,ROOT,add,"[unit, echo, room]"
14876,much,amod,echo,[]
14877,pleasure,nmod,echo,[]
14878,echo,dobj,add,"[much, pleasure, plus, information, home]"
14879,plus,cc,echo,[  ]
14880,  ,dep,plus,[]
14881,music,compound,information,[]
14882,information,conj,echo,[music]
14883,home,advmod,echo,[    ]
14884,    ,dep,home,[]
14885,one,nummod,room,[]
14886,room,dobj,add,"[one,  ]"
14887, ,dep,room,[]
14888, ,dep,s,[]
14889,s,ROOT,s,"[ , thing, answer]"
14890,extremely,advmod,useful,[]
14891,useful,amod,thing,[extremely]
14892,simple,amod,thing,[]
14893,thing,dobj,s,"[useful, simple, spotify]"
14894,like,intj,spotify,[]
14895,spotify,acl,thing,"[like, thing, sometimes]"
14896,audible,amod,thing,[]
14897,thing,dobj,spotify,"[audible, like]"
14898,like,prep,thing,[]
14899,sometimes,advmod,spotify,[]
14900,n,punct,answer,[]
14901,t,compound,answer,[]
14902,answer,parataxis,s,"[n, t, everything]"
14903,everything,dobj,answer,[]
14904,ask,ROOT,ask,"[ , s, use]"
14905, ,dep,ask,[]
14906,s,xcomp,ask,[still]
14907,still,advmod,s,[]
14908,nice,amod,use,[]
14909,use,dobj,ask,"[nice,  ]"
14910, ,dep,use,[]
14911,difficult,amod,keep,[]
14912,set,nsubj,keep,[  ]
14913,  ,dep,set,[]
14914,keep,ROOT,keep,"[difficult, set, timing, enter]"
14915,timing,xcomp,keep,[]
14916,enter,xcomp,keep,[password]
14917,password,dobj,enter,[]
14918,getting,csubj,working,"[use, using]"
14919,use,dobj,getting,[]
14920,using,advcl,getting,[timer]
14921,echo,compound,timer,[  ]
14922,  ,dep,echo,[]
14923,used,amod,list,[]
14924,shopping,compound,list,[]
14925,list,compound,timer,"[used, shopping,   ]"
14926,  ,dep,list,[]
14927,listening,amod,timer,[]
14928,music,compound,timer,[]
14929,timer,dobj,using,"[echo, list, listening, music,   ]"
14930,  ,dep,timer,[]
14931,working,ROOT,working,"[getting, great, far]"
14932,great,advmod,working,[]
14933,far,advmod,working,[ ]
14934, ,dep,far,[]
14935,cool,amod,lot,[]
14936,lot,npadvmod,fun,[cool]
14937,fun,npadvmod,used,"[lot,   ]"
14938,  ,dep,fun,[]
14939,used,ROOT,used,"[fun, week, learning]"
14940,week,npadvmod,used,[]
14941,still,advmod,learning,[]
14942,learning,xcomp,used,"[still, capability]"
14943,capability,dobj,learning,[ ]
14944, ,dep,capability,[]
14945,love,ROOT,love,"[  , love]"
14946,  ,dep,love,[]
14947,love,dobj,love,[               ]
14948,               ,dep,love,[]
14949,love,ROOT,love,"[time, setting]"
14950,hard,amod,time,[]
14951,time,npadvmod,love,[hard]
14952,setting,advcl,love,[apps]
14953,apps,dobj,setting,[]
14954,use,ROOT,use,"[office, information]"
14955,office,dative,use,[]
14956,another,det,information,[]
14957,apartment,compound,music,[]
14958,music,compound,information,[apartment]
14959,information,dobj,use,"[another, music]"
14960, ,dep,s,[]
14961,s,ROOT,s,"[ , music, work]"
14962,great,amod,music,[]
14963,music,dobj,s,"[great,   ]"
14964,  ,dep,music,[]
14965,little,amod,work,[]
14966,hard,amod,figure,[]
14967,figure,compound,work,[hard]
14968,work,npadvmod,s,"[little, figure,  ]"
14969, ,dep,work,[]
14970,given,prep,ask,"[  , love]"
14971,  ,dep,given,[]
14972,year,compound,time,[]
14973,time,compound,dad,[year]
14974,birthday,compound,gift,[]
14975,gift,compound,dad,[birthday]
14976,dad,compound,love,"[time, gift,   ]"
14977,  ,dep,dad,[]
14978,love,pobj,given,"[dad,   ]"
14979,  ,dep,love,[]
14980,ask,ROOT,ask,"[given, alexa, anything, answer, purchased]"
14981,alexa,dobj,ask,[]
14982,anything,dobj,ask,[]
14983,answer,xcomp,ask,"[  , plus]"
14984,  ,dep,answer,[]
14985,plus,cc,answer,[  ]
14986,  ,dep,plus,[]
14987,good,amod,homework,[]
14988,homework,nsubj,purchased,"[good,   ]"
14989,  ,dep,homework,[]
14990,purchased,ccomp,ask,"[homework, bathroom, getting]"
14991,one,nummod,bathroom,[]
14992,prime,amod,day,[]
14993,day,compound,bathroom,[prime]
14994,bathroom,dobj,purchased,"[one, day,   ]"
14995,  ,dep,bathroom,[]
14996,getting,advcl,purchased,"[ready, am]"
14997,ready,acomp,getting,[listen]
14998,work,nsubj,listen,[  ]
14999,  ,dep,work,[]
15000,listen,ccomp,ready,[work]
15001,music,nsubj,am,[ ]
15002, ,dep,music,[]
15003,am,ccomp,getting,"[music, clock]"
15004,base,compound,metro,[  ]
15005,  ,dep,base,[]
15006,metro,npadvmod,booming,[base]
15007,booming,amod,radio,"[metro,    ]"
15008,   ,dep,booming,[]
15009,replacement,compound,clock,[]
15010,clock,compound,radio,[replacement]
15011,radio,nsubj,stand,"[booming, clock,   , plus, night]"
15012,  ,dep,radio,[]
15013,plus,cc,radio,[]
15014,echo,compound,night,[]
15015,dot,compound,night,[]
15016,night,conj,radio,"[echo, dot]"
15017,stand,compound,clock,[radio]
15018,alarm,compound,clock,[]
15019,clock,attr,am,"[stand, alarm,   ]"
15020,  ,dep,clock,[]
15021,impressed,amod,color,[]
15022,look,compound,color,[  ]
15023,  ,dep,look,[]
15024,clarity,compound,sound,[]
15025,sound,compound,color,[clarity]
15026,color,ROOT,color,"[impressed, look, sound,  ]"
15027, ,dep,color,[]
15028,alexa,amod,speaker,[]
15029,amazing,amod,speaker,[  ]
15030,  ,dep,amazing,[]
15031,great,amod,speaker,[]
15032,speaker,ROOT,speaker,"[alexa, amazing, great,  ]"
15033, ,dep,speaker,[]
15034,still,advmod,used,[]
15035,getting,auxpass,used,[]
15036,used,ROOT,used,"[still, getting, alexa]"
15037,alexa,advmod,used,"[  , n]"
15038,  ,dep,alexa,[]
15039,n,punct,alexa,[]
15040,t,npadvmod,connected,[]
15041,connected,amod,tv,[t]
15042,tv,nsubj,thing,[connected]
15043,yet,advmod,thing,[]
15044,thing,ROOT,thing,"[tv, yet, use, great]"
15045,right,amod,use,[]
15046,use,advcl,thing,"[right, information]"
15047,music,compound,information,[]
15048,information,dobj,use,"[music,   ]"
15049,  ,dep,information,[]
15050,great,punct,thing,[   ]
15051,   ,dep,great,[]
15052,work,nsubj,sound,[]
15053,sound,ROOT,sound,"[work, house, counter, hear, discover]"
15054,great,amod,house,[  ]
15055,  ,dep,great,[]
15056,house,dobj,sound,[great]
15057,barely,advmod,sf,[ ]
15058, ,dep,barely,[]
15059,sf,npadvmod,sitting,"[barely,   ]"
15060,  ,dep,sf,[]
15061,sitting,amod,counter,[sf]
15062,kitchen,compound,counter,[]
15063,counter,appos,sound,"[sitting, kitchen,   ]"
15064,  ,dep,counter,[]
15065,hear,advcl,sound,"[  , speak]"
15066,  ,dep,hear,[]
15067,speak,xcomp,hear,[]
15068,room,compound,lot,[  ]
15069,  ,dep,room,[]
15070,lot,compound,functionality,[room]
15071,functionality,nsubj,discover,[lot]
15072,still,advmod,discover,[]
15073,discover,conj,sound,"[functionality, still,  ]"
15074, ,dep,discover,[]
15075,pure,amod,joke,[]
15076,fun,compound,joke,[]
15077,echo,compound,joke,[  ]
15078,  ,dep,echo,[]
15079,weather,compound,joke,[  ]
15080,  ,dep,weather,[]
15081,joke,compound,music,"[pure, fun, echo, weather,   ]"
15082,  ,dep,joke,[]
15083,news,compound,music,[]
15084,briefing,compound,music,[  ]
15085,  ,dep,briefing,[]
15086,music,nsubj,use,"[joke, news, briefing]"
15087,still,advmod,much,[]
15088,much,advmod,use,[still]
15089,use,ROOT,use,"[music, much,   , lot, money]"
15090,  ,dep,use,[]
15091,lot,dobj,use,[]
15092,fun,compound,money,[]
15093,money,dobj,use,"[fun,  ]"
15094, ,dep,money,[]
15095,use,ROOT,use,"[time, communicate]"
15096,time,dobj,use,[]
15097,especially,advmod,communicate,[]
15098,communicate,xcomp,use,"[especially, kid, throughout]"
15099,kid,dobj,communicate,[]
15100,throughout,prep,communicate,[home]
15101,home,pobj,throughout,[]
15102,love,nsubj,ask,"[  , learning]"
15103,  ,dep,love,[]
15104,still,advmod,learning,[]
15105,learning,acl,love,"[still,   , make]"
15106,  ,dep,learning,[]
15107,make,xcomp,learning,[easier]
15108,lot,compound,thing,[]
15109,thing,nsubj,easier,[lot]
15110,easier,ccomp,make,"[thing,   , like]"
15111,  ,dep,easier,[]
15112,like,prep,easier,"[forget, room]"
15113,forget,pcomp,like,[turn]
15114,turn,xcomp,forget,[light]
15115,light,advmod,turn,[]
15116,another,det,room,[]
15117,room,pobj,like,[another]
15118,ask,ROOT,ask,"[love, light]"
15119,alexa,compound,light,[]
15120,turn,compound,light,[]
15121,light,dobj,ask,"[alexa, turn,  ]"
15122, ,dep,light,[]
15123,bought,csubj,turned,[daughter]
15124,daughter,dobj,bought,[]
15125,turned,ROOT,turned,"[bought,     , love, like, lol]"
15126,    ,dep,turned,[]
15127,love,dobj,turned,[    ]
15128,    ,dep,love,[]
15129,especially,advmod,like,[]
15130,like,prep,turned,"[especially, calling]"
15131,calling,pcomp,like,"[feature, play]"
15132,feature,dobj,calling,[]
15133,since,mark,play,"[  , love]"
15134,  ,dep,since,[]
15135,cell,compound,phone,[]
15136,phone,compound,love,"[cell,   ]"
15137,  ,dep,phone,[]
15138,love,pobj,since,[phone]
15139,playing,compound,music,[]
15140,music,nmod,music,"[playing, dancing]"
15141,dancing,acl,music,[]
15142,amazon,compound,music,[]
15143,music,nsubj,play,"[music, amazon]"
15144,play,advcl,calling,"[since, music, song, sometimes]"
15145,favorite,amod,song,[]
15146,song,dobj,play,"[favorite,        ]"
15147,       ,dep,song,[]
15148,sometimes,advmod,play,[]
15149,lol,npadvmod,turned,[ ]
15150, ,dep,lol,[]
15151,got,ROOT,got,"[feature, update]"
15152,wedding,compound,gift,[]
15153,gift,compound,feature,"[wedding,   ]"
15154,  ,dep,gift,[]
15155,discovered,amod,feature,[]
15156,feature,dobj,got,"[gift, discovered]"
15157,yet,advmod,update,[  ]
15158,  ,dep,yet,[]
15159,update,advcl,got,"[yet,   , playing]"
15160,  ,dep,update,[]
15161,playing,xcomp,update,"[music, great, though]"
15162,music,dobj,playing,[]
15163,great,advmod,playing,[]
15164,though,advmod,playing,[ ]
15165, ,dep,though,[]
15166,impressed,ROOT,impressed,[quality]
15167,sound,compound,quality,[]
15168,quality,dobj,impressed,"[sound,  ]"
15169, ,dep,quality,[]
15170,pleased,amod,purchase,[]
15171,purchase,nsubj,echo,[pleased]
15172,echo,ROOT,echo,"[purchase, fact, play, had]"
15173,smart,amod,speaker,[]
15174,speaker,compound,love,"[smart,   ]"
15175,  ,dep,speaker,[]
15176,love,compound,fact,[speaker]
15177,fact,dobj,echo,[love]
15178,play,conj,echo,[genre]
15179,music,nmod,genre,[]
15180,different,amod,genre,[]
15181,genre,dobj,play,"[music, different,  , s]"
15182, ,dep,genre,[]
15183,s,case,genre,[]
15184,whenever,advmod,want,[]
15185,want,aux,had,[whenever]
15186,had,conj,echo,"[want, trouble, working]"
15187,trouble,dobj,had,[]
15188,first,advmod,working,[]
15189,wi,compound,working,[]
15190,fi,dep,working,[  ]
15191,  ,dep,fi,[]
15192,working,advcl,had,"[first, wi, fi,  ]"
15193, ,dep,working,[]
15194,wife,nsubj,enjoy,[  ]
15195,  ,dep,wife,[]
15196,enjoy,ROOT,enjoy,"[wife, ease, playing, entertaining, look]"
15197,ease,dobj,enjoy,[]
15198,playing,advcl,enjoy,[fun]
15199,music,compound,game,[  ]
15200,  ,dep,music,[]
15201,game,compound,fun,[music]
15202,fun,dobj,playing,"[game,   ]"
15203,  ,dep,fun,[]
15204,entertaining,advcl,enjoy,[  ]
15205,  ,dep,entertaining,[]
15206,look,conj,enjoy,"[forward, adding]"
15207,forward,advmod,look,[]
15208,adding,advcl,look,[home]
15209,smart,amod,product,[]
15210,product,compound,home,[smart]
15211,home,dobj,adding,"[product,  ]"
15212, ,dep,home,[]
15213,second,amod,love,[]
15214,echo,compound,love,[]
15215,love,nsubj,help,"[second, echo]"
15216,help,nsubj,get,"[love, listen]"
15217,kitchen,compound,timer,[  ]
15218,  ,dep,kitchen,[]
15219,set,amod,timer,[]
15220,timer,npadvmod,listen,"[kitchen, set,   ]"
15221,  ,dep,timer,[]
15222,listen,ccomp,help,"[timer, news, prepare]"
15223,news,dobj,listen,[  ]
15224,  ,dep,news,[]
15225,prepare,advcl,listen,[list]
15226,grocery,compound,list,[]
15227,list,dobj,prepare,"[grocery,   ]"
15228,  ,dep,list,[]
15229,get,ROOT,get,"[help, music]"
15230,great,amod,music,[]
15231,music,dobj,get,"[great,  ]"
15232, ,dep,music,[]
15233,sound,amod,quality,[]
15234,quality,dep,wish,[sound]
15235,good,amod,wish,[]
15236,wish,ROOT,wish,"[quality, good, answer]"
15237,alexa,nsubj,answer,[]
15238,could,aux,answer,[]
15239,answer,ccomp,wish,"[alexa, could, question]"
15240,question,dobj,answer,[]
15241,second,amod,speaker,[]
15242,echo,compound,speaker,[  ]
15243,  ,dep,echo,[]
15244,dot,compound,speaker,[]
15245,speaker,ROOT,speaker,"[second, echo, dot, speaker]"
15246,weak,amod,speaker,[]
15247,purchased,amod,speaker,[]
15248,listening,amod,music,[]
15249,music,compound,speaker,[listening]
15250,speaker,appos,speaker,"[weak, purchased, music, great]"
15251,great,amod,speaker,[ ]
15252, ,dep,great,[]
15253,great,amod,sound,[]
15254,sound,ROOT,sound,[great]
15255,great,ROOT,great,[]
15256,really,advmod,use,[]
15257,use,ROOT,use,"[really, music, useless]"
15258,speaker,compound,stream,[]
15259,stream,compound,music,[speaker]
15260,music,dobj,use,"[stream,       ]"
15261,      ,dep,music,[]
15262,month,npadvmod,useless,[  ]
15263,  ,dep,month,[]
15264,kinda,advmod,useless,[]
15265,useless,acomp,use,"[month, kinda,  ]"
15266, ,dep,useless,[]
15267,set,ROOT,set,"[user, friendly, set, hoped, t, using]"
15268,user,dobj,set,[]
15269,friendly,oprd,set,[  ]
15270,  ,dep,friendly,[]
15271,set,dep,set,"[up, n, user]"
15272,up,prt,set,[]
15273,n,punct,set,[]
15274,t,compound,user,[]
15275,user,dobj,set,[t]
15276,friendly,amod,d,[ ]
15277, ,dep,friendly,[]
15278,d,nsubj,hoped,[friendly]
15279,hoped,conj,set,"[d,    , app, able, without, retired]"
15280,   ,dep,hoped,[]
15281,alexa,compound,app,[]
15282,app,dobj,hoped,[alexa]
15283,able,ccomp,hoped,[pc]
15284,download,compound,pc,[]
15285,pc,dobj,able,[download]
15286,without,prep,hoped,[installing]
15287,installing,pcomp,without,"[  , wife]"
15288,  ,dep,installing,[]
15289,invasive,amod,wife,[  ]
15290,  ,dep,invasive,[]
15291,driver,compound,wife,[  ]
15292,  ,dep,driver,[]
15293,wife,dobj,installing,"[invasive, driver]"
15294,retired,ccomp,hoped,[install]
15295,would,aux,install,[]
15296,n,advmod,t,[]
15297,t,nsubj,install,[n]
15298,able,aux,install,[]
15299,install,ccomp,retired,"[would, t, able, t, supplying]"
15300,alexa,compound,t,[  ]
15301,  ,dep,alexa,[]
15302,son,nmod,t,[]
15303,n,compound,t,[]
15304,t,dobj,install,"[alexa, son, n]"
15305,supplying,conj,install,[phone]
15306,smart,amod,phone,[]
15307,phone,dobj,supplying,[smart]
15308,would,aux,t,[]
15309,n,advmod,t,[]
15310,t,dep,set,"[would, n]"
15311,using,advcl,set,"[alexa, yet]"
15312,alexa,dobj,using,[]
15313,yet,advmod,using,[ ]
15314, ,dep,yet,[]
15315,easy,amod,set,[]
15316,set,nsubj,enjoying,"[easy,   ]"
15317,  ,dep,set,[]
15318,really,advmod,enjoying,[]
15319,enjoying,ROOT,enjoying,"[set, really]"
15320,echo,nsubj,make,"[  , come]"
15321,  ,dep,echo,[]
15322,come,xcomp,echo,[use]
15323,built,amod,use,[]
15324,battery,npadvmod,plugged,[]
15325,plugged,amod,use,[battery]
15326,time,compound,use,[]
15327,use,dobj,come,"[built, plugged, time,   ]"
15328,  ,dep,use,[]
15329,make,ROOT,make,"[echo, inconvenient]"
15330,quite,advmod,inconvenient,[]
15331,inconvenient,ccomp,make,"[quite,  ]"
15332, ,dep,inconvenient,[]
15333,compact,amod,bit,[]
15334,bit,npadvmod,better,[compact]
15335,better,advmod,original,[bit]
15336,original,ROOT,original,[better]
15337,love,ROOT,love,[cool]
15338,pretty,advmod,cool,[]
15339,cool,advmod,love,"[pretty,  ]"
15340, ,dep,cool,[]
15341,living,compound,room,[]
15342,room,compound,music,"[living,   ]"
15343,  ,dep,room,[]
15344,music,compound,sound,[room]
15345,sound,nsubj,hear,"[music, room]"
15346,really,advmod,good,[]
15347,good,amod,room,[really]
15348,living,compound,room,[]
15349,room,appos,sound,"[good, living,   ]"
15350,  ,dep,room,[]
15351,hear,ROOT,hear,"[sound, upstairs]"
15352,upstairs,advmod,hear,[ ]
15353, ,dep,upstairs,[]
15354,great,amod,product,[]
15355,product,nsubj,sound,"[great,   , set]"
15356,  ,dep,product,[]
15357,set,acl,product,[]
15358,easy,amod,sound,[  ]
15359,  ,dep,easy,[]
15360,sound,ROOT,sound,"[product, easy, wonderful]"
15361,wonderful,acomp,sound,[ ]
15362, ,dep,wonderful,[]
15363,far,advmod,bought,[]
15364,like,mark,bought,[  ]
15365,  ,dep,like,[]
15366,bought,ROOT,bought,"[far, like, music, sound]"
15367,music,dobj,bought,[]
15368,though,mark,sound,[  ]
15369,  ,dep,though,[]
15370,sound,advcl,bought,"[though, good]"
15371,pretty,advmod,good,[]
15372,good,acomp,sound,"[pretty,  ]"
15373, ,dep,good,[]
15374,love,ROOT,love,[]
15375,love,ROOT,love,[ ]
15376, ,dep,love,[]
15377,glad,advmod,bought,[]
15378,bought,ROOT,bought,"[glad,  ]"
15379, ,dep,bought,[]
15380,like,ROOT,like,"[  , type]"
15381,  ,dep,like,[]
15382,type,pcomp,like,[music]
15383,fun,compound,music,[  ]
15384,  ,dep,fun,[]
15385,music,dobj,type,"[fun,  ]"
15386, ,dep,music,[]
15387,like,intj,turn,[]
15388,volume,compound,top,[]
15389,top,compound,turn,[volume]
15390,turn,ROOT,turn,"[like, top, quickly]"
15391,quickly,advmod,turn,[ ]
15392, ,dep,quickly,[]
15393,beyond,prep,lve,[grandkids]
15394,capability,compound,program,[]
15395,program,compound,grandkids,"[capability,   ]"
15396,  ,dep,program,[]
15397,grandkids,pobj,beyond,[program]
15398,lve,ROOT,lve,[beyond]
15399,love,csubj,help,"[echo, help]"
15400,new,amod,echo,[]
15401,echo,dobj,love,"[new,   , give]"
15402,  ,dep,echo,[]
15403,give,acl,echo,[music]
15404,hour,compound,music,[]
15405,music,dobj,give,[hour]
15406,help,advcl,love,[things]
15407,things,dobj,help,"[difficult, set]"
15408,it,nsubj,difficult,[]
15409,difficult,relcl,things,[it]
15410,set,acl,things,[  ]
15411,  ,dep,set,[]
15412,help,ROOT,help,"[love, tekkie]"
15413,tekkie,dobj,help,[]
15414,almost,advmod,good,[]
15415,good,dep,love,[almost]
15416,bose,npadvmod,love,[  ]
15417,  ,dep,bose,[]
15418,love,ROOT,love,"[good, bose, music]"
15419,whole,amod,music,[]
15420,house,compound,music,[]
15421,music,dobj,love,"[whole, house,  ]"
15422, ,dep,music,[]
15423,alexa,nsubj,came,[]
